text
cambiar menu cafeteria procesos calidad
cambiar cafeteria sentido contamos tiempo realizar alimentoss cafeteria actual alimentos mala calidad mal servicio relacion porcion precios siento justa comparacion establecimientos alrededor mobiliario buenas condiciones aires acondicionados funcionan buena manera tiempo espera demasiado
cambiar parte precioproducto cafeteria cobran dan nachos cada vez sirven menos ahora resulta mas economico comer afuera
 servicio cafeteria
 servicio cafeteria considero precios elevados ofrece
 servicio cafeteria 
 mejorar mobiliario cafeterias
 mejor trato personas centro copias
 mejor trato personas cafeteria
mejorar cafeteria
mejorar cafeteria pequena
mejorar cafeteria mas variacion platillos precios productos menor
mejorar cafeteria tan cara alimentos mejor calidad
mejorar calidad alimentos cafeteria
bajar precios productos cafeteria
creo cafeteria mejorado aun falta mobiliario roto veces alimentos mala dura mal cocida etc 
 menu cafeteria debe variar mas
hacer mas rapida atencion cafeteria
 variedad alimentos cafeteria
 servicio calidad alimentoss 
mas centros alimentos
mejorar precios cafeteria
mejorar instalaciones cafeteria
mejoras calidad variedad alimentos cafeteria asi inmobiliario
 precios cafeteria reducirlos
 precios cafeteria
 precios cooperativa estan altos
mejor calidad cafeteria 
mejor alimentos cafe
mejor servicio cafeteria
 servicio calidad alimentos cafeteria pesimos ademas subieron precios nunca variedad productos disponibles
 cafeteria
 cafeteria deja desear hace semestres compro ahi mas agua solo si prisa da tiempo salir comprarla
 cafeteria cada semestre sube precios da menos porcion calidad alimentos buena sillas cafeteria estan todas rotas casi imposible encontrar rota
 sillas cafeteria estan rotas faltan mas sillas 
mejorar areas cafeteria
 podria mejorar alimentos cafeteria
 cafeteria
 cafeteria
 cafeteria personal instalaciones docentes
 cafeteria
 calidad alimentos cafeteria
 alimentos
 cuestion cafeteria precios altos disminuido calidad productos
 disminucion precios cafeteria asi tambien sabor
precios mas economicos cafeteria
reducir precios cafeteria
regular precios cafeteria relacion calidad productos
mejorar tiempo atencion cafeteria
 cafeteria deberia mas economica mas variedad
 cafeteria parece deberia tener menu mas inclusivo vegetarianos incluso veganos
mejorar instalaciones cafeteria
 igual forma seria bueno precios cafeteria mas accesibles
 mejor trato parte personal cafeteria
modifiquen menu cafeteria implementando mas mejores alimentoss
mejorar servicio precios cafeteria
 precios cafeteria
mantener buen sillas cafeteria esten rotas danadas muchas veces lastima sientan
 cuanto cafeteria gustaria mas variedad saludable pues creo unica puede comer alimentos alta grasa simplemente quiere cuidar mas ofrecen mas ensaladas gusto mejores distribuyen bien ingredientes ademas cosas
 servicio podrian mejorar cafeteria precios alimentos van acuerdo calidad 
hace calor cafeteria creo debe funcionando c
 cafeteria precios elevados concuerda cantidad alimentos dan
 cafeteria 
mejorar calidad sillas cafeteria
 menu mas saludable cafeteria
mejor alimentos cafeteria
precios alimentos cafeteria 
precios mas accesibles cafeteria
 servicio mas rapido sentidos cafeteria lentos entregar alimentos clases deficiente
 mejor cafeteria aires funcionen alimentos proporcional pagas calidad porcion 
menor precios cafeteria
podrian mejorar precios alimentoss cafeteria
 personal cafeteria amable precios elevados alimentos mala atencion pesima siempre mal cara atender 
 servicio cafeteria podria mejorar cuanto variedad calidad precio
 servicio cafeteria
mejores precios cafeteria
 cafeteria pesima calidad alimentos caro transporte noche si sales camion
 calidad sabor alimentos cafeteria
 alimentos cafeteria mala cara
 alimentos cafeteria tambien porciones marquen precios caro comer aqui bajar precios cafeteria
 bajen precios cafeteria
tal vez precios cafe bajen 
permitir turismo clases edificios b bien poner cafeteria medio edificio b c
 cafeteria decente valga pena comer precios accesible alimentoss ahi estan caras
mejorar mobiliario ventilacion dentro cafeteria
 den mejor servicio cafeteria tardan entregarte pides atenderte ocasiones despues media hora entrega alimentos
hacer mas grande cafeteria
 mejor cafeteria
 precios cafeteria mas adecuadas accesibles
 alimentos cafeteria generen mas confianza precios mas accesibles
¡ copias mas grandes problemas tiempo calidad sumada tiempo coincide calidad malisima
hacer mas grande centro copiado brindarles maquinas funcionen 
atencion buen trato parte centro copias
 centro copias calidad computadoras pesimo 
 servicio centro copias
mas centros papelerias
mejorar cambiar centro copias encuentra interior escuela brinda pesimo servicio calidad baja
mejor calidad areas copias
mejorar capacidad rendimiento computadoras centros copias impresion lentas
 servicio centro copias malo cubre demanda tantos 
mejorar servicio papeleria copias 
 servicio centro copiado
servicio papeleria 
papeleria mas grande
 cambien senora papeleria
hacer mas grande papeleria
 papeleria escuela necesita mas computadoras mas espacio personal amable copiasimpresiones buena calidad 
creo importante rotar coordinadores carrera cada cierto tiempo menos hacer alguna encuesta satisfaccion respecto coordinador
 menos jefe departamento trabajado industria programa
 horarios mesa ping pong
mas talleres artisticos deportivos igual mas opciones horarios talleres
mas talleres deportivos prestar horario equipo deportivo practicar tiempos libres
apoyar deportes solo hacer torneos futbol
asignarle mas fondos deporte instalaciones estan bien material ocupar maltratado selecciones cuentan uniforme brindado adquirir propio dinero igual material extra 
dar mas oportunidades deportivas
horarios mas variados talleres deportivos culturales material mismos prestamo
 asignaturas culturales deportivas deben ser ambos turnos
 horarios actividades todas siempre horario matutino olvidan siempre turno tarde 
mayor propaganda actividades deportivas culturales asi proyectos oportunidad enterado
mas apoyo selectivos deportivos 
abrir talleres culturales diferentes
disponibilidad talleres deportivos cada semestre
considero talleres culturales deportivos buenos embargo excelente creo puede mejorar calidad talleres
mas talleres deportivos culturales
apoyo nuevos talleres mas eventos desarrollo talentos
tal vez mas organizacion distribucion eventos culturales
mas eventos siempre culturales
conciertos
seria padre crearan mas eventos culturales podamos involucrados ejemplos quermeses tipo cosas
hacer conciertos
 gustaria eventos culturales realizan meses dieran manana tarde pues inseguridad afueras escuela permite asistir 
mas eventos culturales distintos tipos menor precios entradas eventos
 eventos realizan noche
mas eventos culturales
 horario eventos culturales suelen ser noche muchas veces factores impiden asistir aun deseo 
clases mejor preparadas mas material
tambien docentes deben tener congruencia ensenan clases dejan examenes
mejorar capacitacion docentes metodos ensenanza asignaturas fisicomatematicas 
 gustaria tener mas docentes emprendedores ensenaran emprender si nunca atrevido hacerlo necesitamos mas docentes emprendedores
mayor paciencia parte docentes existe mucha prepotencia
 evaluacion docente final semestre veces surgen situaciones puedes decir 
 mejor capacitacion seleccion cuanto personal docente
valorar bien docentes contratarlos
 evaluacion docente deberia ser finalizar semestre minimo tercer parcial deberia existir seguimiento desarrollo clases cada docentes actualizar planeacion didactica segun consideraciones docentes experiencia
 buzon comentar irregularidades inconformidades docentes
 docentes presenten constantemente tomar medidas pierden clases
 docentes asignatura ocasiones profesionalismo preparacion docentes tiempo completo 
 docentes motivo queja varios semestres escuela hecho creo importante escuchar reciben educacion
 docentes cumplen nivel deberian mayoria buenos menos semestre bastante malo cuanto clase
 docentes tanta habilidad
hacer diverso seleccion docentes asignaturas
asegurarse contratar docentes calidad vocacion serlo solo ser profesionistas significa puedan llegar impartir clases
asegurarse docentes dominen materias imparten capaces responder u orientar resolver dudas surgen clases responder frases importa obtiene quimicosmatematicosfisicos 
capacitacion maestros
cada vez docentes menos capacitados
cambiar ciertos docentes toman importancia suficiente asignaturas
capacitar manera contaste profesores
 mejora seria hablar on alguno docentes ensenen mas acerca vive verdad campo laboral solo cosas teoricas
docentes mas capacitados mejores dinamicas tareas trabajos laborales
 acompanamiento docentes asegurar esten cumpliendo eficiencia demanda tocado docentes siento aptos docencia
 metodo seleccion docentes periodo mayoria solo dejado exposiciones dan clases faltan seguido
 revisar bien docentes especificamente ingles recibido mal trato docentes ingles ocasion azoto puerta actitud horrible aula cabe mencionar docentes docentes clases anterior aula usamos viernes 
evaluar docentes esten altamente capacitados dar clases ciertos docentes dan clases aburridas cuales aprendes manera hablar ensenar mala
evaluar mejor calidad nuevos docentes integran saben trasmitir conocimientos ensenan realmente deberian considero si continuan tipo docentes integran ahora vendra bajo calidad saldran buenos docentes aun siguen nuevos considero dieron protagonismo merecen especifico departamento gastronomia
mejorar nivel docentes imparten materias
 horario docentes finalizar clases pasan hora siempre afecta queremos desayunar realizar alguna actividad minutos deberian existir igual preparacion docentes
 control docentes dejado desear
 docentes capacitados dar clases docentes matematicas idea ensenar 
necesitamos profes tomen tiempo querer dar asesorias alguien cuesta materias entender
mejorar seleccion maestros
 docentes enojen
tomar cuenta comentarios evaluacion docente pesar gran porcentaje evita redactar opiniones todavia queda pequena parte cuerpo estudiantil expresamos verdaderamente sentimos respecto docente forma ensenanza docentes departamento desarrollo humano cubren perfil ideal ensenanza materias alumna importante tener educacion calidad docentes bien capacitados vemos ningun cambio pesar sinceridad encuestas
mejor calidad docentes
mejor trato profesores
 docentes respeto estan viejitos ensenan cosas obsoletas dejan provecho formacion profesional poner exponer dar clases unico hicimos semestre verdadero desperdicio caso docentes desarrollo urbano asignatura domina aprendimos cosas fundamentales deberiamos saber preespecialidad planeacion aprendi mas platica personal profesor
 docentes saben bastante tema si dificulta ensenar saben expresar bien ideas realizar actividades grupo pueda entender materias manera correcta hablando materias dificiles ingenieria docentes saben ensenar correctamente materias complicadas gracias ello reprueban tambien docentes buenos docentes jarmen said virgen suarez docentes verdad encuentra forma comprenda
 docentes bien preparados saben muchisimo tristemente saben ensenarlo transmitir conocimiento importa ensenarnos modos pagan
 docentes saben dar clases preocupan ensenar interesa aprendas dan clases quieren tratan mal saben ensenar
 mas disponibilidad parte docentes materias mas indices reprobados
revisar perfiles docentes necesita docentes capacitados actualizados buenos cubre expectativas entrar clases demasiado monotonas docentes ayuda 
 dos evaluaciones docentes inicio semestre final
 eleccion profesores
 escuela si bien siento cada docentes nivel diferente
 evaluacion desempeno docente deberia hacer final semestre final cada parcial hacerla primer parcial aun conocemos docentes suficiente poder hacer evaluacion completa correcta docentes muchas ocasiones segundo tercer semestre ocurren cosas podemos reportar evaluacion docentes companeros piensan mismo
 forma abstracta calificar profesores
 profesores
 mejor docentes calculo
deberian revisar nivel academico profesores
mejores docentes eventuales flojos
docentes mejor preparacion academica
docentes mas enfocados materias clases entretenidas
mas docentes especializados carrera mas practicas campo
purga docentes cumplen requerimientos ensenar
 capacitacion seguimiento profesores
prestar atencion tipo profesionales contratados impartir ciertas clases realmente experiencia materias impartiran solo relleno mas personal sentia satisfecho primer ciclo carrera docentes pude cursar realmente mostraban ensenaban conocimientos bien fundamentados tenian ahora entristece ver calidad bajado gran medida tener coordinador carrera sigue normas implantadas dentro taller tener docentes desconocen procedimientos
docentes todas materias tiempo completo
docentes mas comprometidos animosos clases evitar clases tediosas hacerlas entretenidas
docentes mas humanos
 evaluaciones docentes final segundo parcial mediados tercero docentes cambian actitud despues realizamos evaluacion
 docentes cumplan dicen supervisen adecuadamente 
 docentes mas comunicacion trato hacia despectivo grosero mayoria ocasiones 
 eleccion docentes poder hacer berrinches personas maduras deberian controlar caracter deberian tener sancion aun alzan voz docentes sigue poder hacer quiere
mejorar seleccion docentes eficientes
traer mas variedad profesores
mejores maestros
 igual manera creo docentes deben actualizarse constantemente cuanto temas vemos aula muchas veces acordes vive campo laboral
 docentes prepararan mas poder guiarnos carrera
quiza evaluar docentes estan capacitados correctamente materias imparten informacion obsoleta tantas tareas permitir casos especiales trabajo individual clases veces dificil trabajar equipos cuestiones laborales
tal vez evaluacion psicometrico docentes debido docente tomo clases siempre echa cara pasar asignaturas trabajos equipo dice companeros excluyan trabajos equipo proyecto terminal difama diciendo trabajo colaboren conmigo acerco asesorias dice sigo estudiando sinceramente problema conmigo puesto persona tranquila lamentable docente aire superioridad da pena burlarse estudia
tener docentes mejor preparacion asignaturas necesario uso maquinas laboratorio
 ingenieros expandan vision poderosa puede ser integracion ciencias humanas gran conocimiento matematico tecnologico vez ver expresar pobre vision desden areas decir rebajar licenciaturas
mejores docentes ingenieria
mejores docentes preparados impartir clases comercio exterior
mejores docentes economia
mejorar plantilla docentes innovacion empresarial
mantener docentes excelencia academica ultimamente dejado ir caso gastronomia ponen chef conocimientos correctos adecuados
checar conocimientos clases imparten chef
mejorar calidad docentes entran hablando mas chefs nuevos entran escuela chefs muchas ocasiones apenas estan saliendo quieren venir dar clases diapositivas hicieron meses atras clases universitarias realidad creo aceptar nuevo docentes carrera gastronomia deberian fijarse mas curriculo personas dejar contratar personas saben estan hablando gente trabajado dentro cocina
mejorar plantilla docentes ingenieria logistica cadena suministro
mejorar nivel ingles niveles altos topicos 
mejorar actitud docentes areas ingenierias
mejorar instalaciones
realizar fumigacion cada noche
 parte trasera edificio 
mejorar coladeras drenaje
mayor desarrollo espacios universitarios
mejores instalaciones
mantenimiento instalaciones
poner cruce peatonal frente 
tal vez pusieran paso peatonal afuera autos dejen cruzar
mejora instalaciones areas ingenierias
 instalaciones buenas podria decir distancia aulas retirada extremo extremo 
mas iluminacion lugares proteccion lluvia
mejorar servicios dar mantenimiento instalaciones
mejor alcantarillado mejorar infraestructuras danadas
podrian mejorar instalaciones
peatonal frente salida parada camion 
mas salones dividir edificios carreras
 aulas
mejores instalaciones aulas
 salones rota pared linea horizontal
mas conexiones laptops salones
mejorar ventilacion aulas
mejorar aulas mas espacios ingenierias
realizar mantenimiento cada seis meses salones 
 distribucion salones
mejores instalaciones
permitir espacio dormir trabajamos tiempos libres gustaria descanso mas semana examenes
areas especifica relajacion areas comer aire libre 
mas espacios recreaciondescanso
mas areas descanso
mas areas recreacion comunes
mas mesas sillas espacios abiertos
mejor calidad areas comunes descanso dentro 
instalar mas mesas aire libre cerca estacionamiento 
lugar descanso horas muertas clases
hacer centros descanso biblioteca
 trabajamos estudiamos considero deberiamos tener mas espacios descanso consideracion permitan descanso sillones biblioteca 
 terrazas estan do nivel buen uso sillas mesas pueda usar tomar descanso amplio espacio
tener areas permitidas poder descanso dormir 
dejen dormir sutileza biblioteca
lugares descanso
mayor acceso areas recreativas
areas recreativas tener espacio emprendedores quieran vender productos mercadito estudiante
musica pasillos eventos areas comunes
 permitan dormir rato biblioteca
deberiamos tener areas descanso simplemente mesas sillones convivir horas libres
areas comunes mas comodas
ampliar cafeteria espacios descanso
mas lugares descanso
mas variedad areas descanso 
areas descanso
falta areas descanso
mejorar areas recreacion
contar espacio descanso 
tener mas centros descanso vea mejor decorar dependiendo temporada
areas estudio encuentran varios espacios usan podrian ser mayor aprovechamiento poniendo muebles haciendolo areas descanso estudio terrazas
mas areas comunes
volver colocar sillones biblioteca buena opcion ir relajarse rato leyendo libro simplemente descanso semana examenes dificil
tener areas solo descanso dormir pequena siesta personas trabajan ademas areas desestres juegos mesa ping pong maquinas videojuego demostrado diversion descanso ayuda mejorar desempeno
mas areas recreativas mas sillas aire libre
 mas areas sillas mesas
mejorar mobiliario audiodrama
mas mobiliario audiorama
 sillas mesas audiorama
areas mas recreativas descuidado audiorama lugar dormir buenas areas deportivas
lugares convivir
 igual manera juego futbol cancha pasto sintetico encuentra buenas condiciones tambien representa peligro alguno tocho bandera futbol corre dicho espacio
 cancha ocupa futbol tocho bandera mal casi destruida causante lesiones
componer cancha juega tocho futbol mal 
deberia contar regaderas
componiendo cancha futbol
 cancha futbol soccer tamano profesional regaderas banarnos
mas lockers alberca gimnasio
 cosas seria mejorar cancha deportiva futbol realmente rota
renovar cancha futbol imposible jugar basicamente puro concreto invitan jugar universidades pena venga vean instalaciones deportivas
 departamento desarrollo estudiantil deportes selectivos deja desear cuestion instalaciones cancha pasto sintetico deplorable da vergüenza mencionar hacemos uso cancha entrenamientos selectivos sufrido accidentes caidas mismo cancha desgastada rota huecos enormes toda cancha grado partes encuentra aire plancha concreto va debajo pasto sintetico cosa deben mejorar acuerdo usos entrenamientos selectivos torneos futbol
 cuente gimnasio piscina taller natacion
mejorar cancha futbol
 gustaria domo parte demas canchas 
mejorar campo futbol
mejorar instalaciones deportivas cualquiera podria salir lastimado cancha
mejorar regaderas
mejorar espacios llevar cabo deporte
mejorar infraestructura canchas deportivas
piscina
mayor mantenimiento areas deportivas
cambiar pasto cancha futbol
mejorar unica cancha futbol
mejorar instalaciones deportivas
hacer mejoras espacios deportivos cancha futbol 
incluir gym seria forma mantenerse activa concentrado
instalaciones deportivas
 cancha pasto sintetico maltratada parte cancha basquet lados llena lodo llueve si pelota lleva ir partes imposible ir 
 canchas deportivas especial futbol peligroso jugar manera alfombra danada
 infraestructura areas deportivas tener mejor actividad deportiva
mejoramiento areas deportivas
mejorar areas deportivas
 areas deportivas
 cancha futbol necesita mantenimiento ponerle domo porfaaaaa
pongan gym
 canchas deportivas esten mejor condicionadas
 mejoren cancha futbol
 pongan gimnasio
mejorar unica cancha pasto sintetico 
mejorar canchas futbol
mejorar instalaciones deportivas 
 gustaria mejoraran instalaciones deportivas creo cancha futbol podria causar algun problema
cambiar pasto sintetico cancha futbol
 instalaciones deportivas futbol estan horribles mal 
 regaderas estan cerca areas canchas deportivas
 gimnasio ayudaria prepararse mejor ayudaria ser mas competitiva actividades deportivas compite
 areas deportivas estan condiciones especial cancha pasto sintetico
mas espacios deportivos
 mejor calidad instalaciones deportivas tales cancha futbol
hacer estacionamiento edificio 
estan trabajando ello aun asi escribire estacionamiento requiere mas areas estacionamiento pavimentado
 estacionamientos horas pico estacionarse mas flexibilidad edificio ingenierias pues sacan partir permite ahi hacer tareas
ampliar espacio estacionamiento 
mejorar estacionamiento casos inundacion
si van permitir mas carreras igual forma necesario tener espacio estacionamiento llueven inundan
mejorar estacionamientos caribe
alumbrado estacionamiento
ampliar estacionamiento puesto muchas veces conseguimos facilmente lugar
 estacionamiento cuestion habria mejorar llueve inunda completo hace dificil pueda salir tramo estacionamiento conecta explanada encuentra letrero unicaribe buena iluminacion noches
ampliar estacionamiento 
 estacionamiento inunde
agrandar estacionamiento
 estacionamientos mas luz
mas estacionamiento
estacionamientos alumbrado
mejorar aumentar cantidad espacios estacionamiento bicicletas estan oxidados veces espacio suficiente
mas estacionamiento
arreglar instalaciones agregar mas estacionamiento
 estacionamiento
 limpieza aulas b clases pm ingresar salon encuentra sucio
limpieza mantenimiento establecimientos
 areas verdes esten mas limpias basura dentro 
 limpieza aulas banos pasillos visto material limpieza parece suficiente lleno pelos siempre
mas personal limpieza
instalaciones mobiliario
 infraestructura mobiliario externo audiorama sillas estan desgastadas biblioteca cuenta sillas parte afuera
elevador sillas mas comodas 
 falta continua revision equipo infraestructura instalaciones 
bebederos
mejorar inmobiliario audiorama
calidad aire acondicionado
botellones agua varios puntos uni
mantenimiento aires acondicionados
aumentar instalaciones luz
 climas veces sirven hace calor
mejorar mobiliario
servicios mas casilleros
mejorar apariencia uni equipar mejor talleres arreglar ac descompuestos
escritorios aulas
 comodidad gusta mobiliario aulas puesto siento si primaria funcionales incomodas sillas espacio poner cosas etc preferiria mesas largas respectivas sillas
aire acondicionado aula gotera
mejor calidad climas salones
mejor aire acondicionado aula 
salones mas frios hace calor salones
mejorar calidad mobiliario aulas 
 mobiliario limpieza aulas podria ser mejor
 aulas aires acondicionados control estan exageradamente frios
 aires salones
mejorar materiales aulas
 mas mobiliario aulas
 sillas mesas salones esten buenas condiciones
poner dispensadores agua poner sombrillas areas espera transporte publico
poner garrafones agua accesible estudiante
bebederos agua comunidad estudiantil
tener mas asientos
dar mantenimiento areas estudio biblioteca mesas sillas estan mal 
mas canones
mejorar sillas biblioteca cafeteria
mejorar mobiliario audiograma mejorar material poder realizar algun deporte
mobiliario areas comunes
mobiliario nuevo aulas 
equipamiento laboratorio fisico quimica
 computadoras internet funcionen adecuadamente toda escuela
 mobiliario
sillas mas comodas
 mobiliario
 mobiliario areas comunes
mas lockers
mejor equipo proyeccion aulas
mejor ubicacion botes basura vuelvan poner botes organico inorganico tratando cumplan
nuevas sillas cafeteria salones estan rompiendo
 audiorama pongan mas mesas sillas
 material proyectar presentaciones
ofrecer mejor mobiliario
 sillas cafeteria estan rotas audiorama sillas 
aunque tal considero paradero autobuses deberia prioridades prevenir accidentes garantizar seguridad 
 iluminacion paradero igual manera cuenta techo hace inaccesible epoca lluvias
mejorar paraderos transporte colectivo
paradero proteccion lluvia
 parada camion
sombra paradero
hacer mas grande paradero autobuses tenerlo mas alumbrado
 domo areas espera buses
 parada autobus techo dias lluvia
 paradero techo quiera esperar camion lluvia suelte repentinamente casualidad lleve laptop conmigo
 paradero camion techado epocas lluvia mojen esperando camion
banos limpios cierren puertas banos edificio funcionan
 limpieza banos
banos mejor aspecto
mejores instalaciones banos estan antiguos
 cuide mas instalaciones escuela banos huelan mal momento entras
 limpieza banos
 limpieza banos principalmente edificio 
deberian mantener banos edificio b mas usados limpios darles mantenimiento
mejorar banos
mejor limpieza banos reparar puertas banos
mejor limpieza banos desconozco motivo ultimo ano empeorado bastante condiciones pesar hizo cambio instalaciones siempre estan limpios veces problema agua excusados
mantener limpios banos
mejorar instalaciones banos asi limpieza 
 limpien banos mismo tiempo esten buenas condiciones sirven seguros puertas cuadran dan capacidad numero 
 limpieza banos 
 aspecto personal aseo banos disponibilidad siempre estan cerrados mas minutos clases
 cuestion banos contar mas limpieza suministros necesarios uso 
limpieza banos jabon manos
 banos
mas higiene banos
limpieza banos
 gustaria limpieza banos mas adecuada cada edificio
 mingitorios banos funcionen bolsas negras tapando
tambien vigilen personas dejan sucios banos dejan hecho cochinero inflija sancion tambien pinten ve gastado
 banos funcionar
banos limpios
 mejor limpieza banos
 mantenimiento mobiliario asi limpieza banos
mas higiene banos
mas seguridad paradero camiones especial turno vespertino mientras espera camion
 mejor mas accesible sistema vigilancia cctv 
aumentarla seguridad
deberian mejorar seguridad ingresar campus
algun torniquete requiera credencial poder acceder
 caso seguridad zona peligrosa mayoria personas toman autobuses regresar casa especifico estudian turno vespertino corren mas riesgos haber camion especial
iluminar estacionamientos instalar alarmas seguridad llevar cabo simulacros caso contingencia indicar rutas evacuacion mas rapidas caso emergencia
 parada camion zona insegura ingrese hecho poner paso peatonal urgencia tipos vehiculos circulan zona transporte camiones preocupar noche problema iluminacion zona tambien tema mucha importancia ve oscuro mas personal seguridad encuentran afueras 
 seguridad escuela alarmas incendios caso terremoto caso ocurra algun incidente desastre natural
 seguridad publico acceso instalaciones pues restringe solicita identificacion alguna personas acceden instalaciones institucion
 seguridad noche
 seguridad paraderos transporte colectivo
 seguridad parece optima solo simulacro
 seguridad periferica suficiente infraestructura 
 seguridad iluminacion
 vigilancia toma transporte publico
mas seguridad
mas seguridad areas perifericas campus ejemplo paraderos camiones alrededores 
mas seguridad areas publicas 
mas vigilancia paraderos camiones noches
mayor seguridad paraderos
mayor seguridad areas salones
mayor seguridad transporte publico
mayor seguridad noches dentro estacionamiento
mayor seguridad parte empresa encargada cualquier situacion siempre porten uniforme
medidas deben tomar caso incendios
mejorar seguridad estancia 
mejorar seguridad paradero
poner cintas antiderrapantes escaleras
 mas control entrada
 impartan cursos primeros auxilios hagan simulacros cualquier contingencia
seguridad adorno
 mas enfoque respeto seguridad
 seguridad paraderos transporte colectivo
aumentarla seguridad
 medidas seguridad extintores estan mal ubicados 
 laboratorio cuanto carrera logistica pesimo usado cuatro anos practica realmente satisfactoria ninguna maquina dentro laboratorio funciona distinta teoria practica campo mas encontramos
mejorar abastecimiento laboratorio fisico quimica acceden asi limpieza organizacion
 mas material laboratorio fisicoquimica 
aumentar ocupacion laboratorios ingenierias
 laboratorio ambientales malas condiciones existe suficiente material llevar cabo correcta practica laboratorio
horarios uso laboratorios acceso dia mayor equipo trabajar laboratorios realizar practicas trabajos 
laboratorio logistica mejorado monta cargas funcione
laboratorio material suficiente balanzas estan mal calibradas
mantenimiento talleres cocina aulas
mas horas talleres cocina
mas laboratorios mejores computadoras ingenierias
mas material laboratorio insuficiente hacemos practicas alcanzan materiales equipos
mas material orden laboratorio
mas talleres ingenierias
mejoramiento laboratorios todas ingenieras
mejorar laboratorios especialmente logistica
 laboratorio fisicoquimica solicitar material equipo reactivos desarrollo practicas
 mas materiales laboratorio chequen 
 clases taller impartieran debe ser talleres clases taller alimentos bebidas docente da clases salon veces podemos realizar clases lugar adecuado
 laboratorios mas herramientas utiles trabajo pinzas corte pinzas punta cables multimetro cables cocodrilo baterias multimetro
 adquiera mas equipo laboratorios ingenierias suficiente cantidad reparen solamente estan parados estan echados perder
tener depender becarios laboratorios poder acceder utilizarlos tener esperar libre poder entrar
aumentar mobiliario laboratorios ingenieria uso 
horarios uso laboratorios acceso dia mayor equipo trabajar laboratorios realizar practicas trabajos 
 disponibilidad laboratorios ingenierias igual equipos deben renovar equipos equipos sirven siguen utilizando pueden causar problemas 
preocuparse mas desempeno areas preocuparse mas desarrollo integral 
 materias profundicen mas conocimientos
cargar materias dificil pues satura sistema cupos pocos
 cupo asignaturas
seria mejor pueda dar horarios fijos tener cargar alcanzan atrasan terminar carrera
 den horarios clases gracias sigma puedo graduar tomar materias pude cargar llenaban
quitar carga obligatoria materias reprobadas materias cursar embargo carga obligatoria afecta mas ayudar
 ponernos cargar materias estaria bien plan estudios llevara todas materias cajon
planes estudio minimo actividades careras trabajen conjunto
primero gustaria hacer comentario saber si conducto correcto materias desarrollo humano mala idea estan llevandose mala manera deberia dandose formacion base cambios hecho grandes autores informacion temas impartidos tan basicos cambian perspectiva alumnado alguien formacion moral cambiara clases tan vacia propongo materias desarrollo humano dadas docentes filosofia menos cualquiera pueda
impartir mas asignaturas innovacion empresarial practico
